"image_id","image_path","question","answer"
"71dWnkH3QrL","/images/small/78/78443eec.jpg","What color are the heels?","Blue"
"71dWnkH3QrL","/images/small/78/78443eec.jpg","What is the brand?","find."
"81o1Fm39l0L","/images/small/35/3574d2f1.jpg","What is the style of the shoe?","Oxford"
"81o1Fm39l0L","/images/small/35/3574d2f1.jpg","What is the color of the shoe?","Brown"
"81o1Fm39l0L","/images/small/35/3574d2f1.jpg","What is the material of the shoe?","Synthetic"
"81bZJJyiyUL","/images/small/26/26d0f3bb.jpg","What is the brand of this salsa?","Fresh"
"81bZJJyiyUL","/images/small/26/26d0f3bb.jpg","What type of product is this?","SAUCE"
"81bZJJyiyUL","/images/small/26/26d0f3bb.jpg","What is the name of this salsa?","Salsa Fresca"
"71Kc8lunS4L","/images/small/7c/7ccd050a.jpg","What is the main color of the pendant?","Kristall"
"71Kc8lunS4L","/images/small/7c/7ccd050a.jpg","What is the necklace made of?","metall"
"71Kc8lunS4L","/images/small/7c/7ccd050a.jpg","What type of product is this?","FINENECKLACEBRACELETANKLET"
"81vmQ-VgGML","/images/small/36/360ed35f.jpg","What animal is shown on the phone case?","Tiger"
"81vmQ-VgGML","/images/small/36/360ed35f.jpg","What phone is this case for?","Microsoft Lumia 650"
"81vmQ-VgGML","/images/small/36/360ed35f.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"81+n5lLCGFL","/images/small/40/400cdd2e.jpg","What is the dominant color of the phone case?","Multicolor"
"81+n5lLCGFL","/images/small/40/400cdd2e.jpg","What material is this phone case made of?","Silicon"
"81+n5lLCGFL","/images/small/40/400cdd2e.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"718SEdJDvFL","/images/small/2d/2d052772.jpg","What is the color of the binder?","black"
"718SEdJDvFL","/images/small/2d/2d052772.jpg","What is the material of the binder?","Polipropilene"
"718SEdJDvFL","/images/small/2d/2d052772.jpg","What is the product type?","STORAGE_BINDER"
"71vMKNbmCkL","/images/small/d1/d146112e.jpg","What is the pattern on the phone case?","watermelon"
"71vMKNbmCkL","/images/small/d1/d146112e.jpg","What is the main color of the background?","yellow"
"71vMKNbmCkL","/images/small/d1/d146112e.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"71tQEwh+85L","/images/small/9a/9a977814.jpg","What brand is this phone case?","Amazon"
"71tQEwh+85L","/images/small/9a/9a977814.jpg","What phone model is this case for?","Lenovo"
"71tQEwh+85L","/images/small/9a/9a977814.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"91EXj-+jxYL","/images/small/e4/e4ebbe56.jpg","What is the color of the chair?","Charcoal"
"91EXj-+jxYL","/images/small/e4/e4ebbe56.jpg","What type of product is this?","CHAIR"
"91EXj-+jxYL","/images/small/e4/e4ebbe56.jpg","What is the brand of this chair?","Stone & Beam"
"51PCtGF7rXL","/images/small/b5/b5af915b.jpg","What is the material of this towel rail?","edelstahl"
"51PCtGF7rXL","/images/small/b5/b5af915b.jpg","What is the product type?","TOWEL_HOLDER"
"51PCtGF7rXL","/images/small/b5/b5af915b.jpg","What color is the towel rail?","Gebürstet Edelstahl"
"71pQWDTQ8+L","/images/small/92/9291ebb8.jpg","What color is the scarf?","Bourgondy"
"71pQWDTQ8+L","/images/small/92/9291ebb8.jpg","What is the product type?","ACCESSORY"
"71pQWDTQ8+L","/images/small/92/9291ebb8.jpg","What brand is this scarf?","Goodthreads"
"61G1A9KkNbL","/images/small/9b/9bbfd3f0.jpg","What is the case's material?","Silicon"
"61G1A9KkNbL","/images/small/9b/9bbfd3f0.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"61G1A9KkNbL","/images/small/9b/9bbfd3f0.jpg","What is the case color?","Multicolor"
"81yY-oLk0nL","/images/small/20/200c770e.jpg","What color are the binders?","Blanco"
"81yY-oLk0nL","/images/small/20/200c770e.jpg","How many binders are shown?","4"
"81yY-oLk0nL","/images/small/20/200c770e.jpg","What is the product type?","STORAGE_BINDER"
"71PXsRvVS+L","/images/small/9d/9d63c8fd.jpg","What is the color of the trash bag?","透明"
"71PXsRvVS+L","/images/small/9d/9d63c8fd.jpg","What is the product type?","WASTE_BAG"
"71PXsRvVS+L","/images/small/9d/9d63c8fd.jpg","What is the brand of this product?","AmazonCommercial"
"81ULTTSAa9L","/images/small/b6/b6964725.jpg","What is the color of the bed?","Navy Blue"
"81ULTTSAa9L","/images/small/b6/b6964725.jpg","What is the material of the bed?","Velvet"
"81ULTTSAa9L","/images/small/b6/b6964725.jpg","What type of bed is this?","BED"
"717a-dhnlbL","/images/small/37/37e07fb0.jpg","What is the material of this planter?","Ceramic"
"717a-dhnlbL","/images/small/37/37e07fb0.jpg","What is the product type?","PLANTER"
"717a-dhnlbL","/images/small/37/37e07fb0.jpg","What color is the planter?","Blue"
"81kRrCQl0SL","/images/small/69/694444b3.jpg","What is the product type?","SHOES"
"81kRrCQl0SL","/images/small/69/694444b3.jpg","What is the closure type?","Slip On"
"81kRrCQl0SL","/images/small/69/694444b3.jpg","What is the outer material?","Mesh"
"81DceFhxjrL","/images/small/e2/e2c5cfd0.jpg","What is the brand of this cable?","AmazonBasics"
"81DceFhxjrL","/images/small/e2/e2c5cfd0.jpg","What type of product is this?","SOUND_AND_RECORDING_EQUIPMENT"
"81DceFhxjrL","/images/small/e2/e2c5cfd0.jpg","What is the connector type?","XLR"
"81bQzsyrP0L","/images/small/39/397aaec0.jpg","What color is the laptop case?","schwarz"
"81bQzsyrP0L","/images/small/39/397aaec0.jpg","What is the product type?","PORTABLE_ELECTRONIC_DEVICE_COVER"
"81bQzsyrP0L","/images/small/39/397aaec0.jpg","What brand is this laptop case?","AmazonBasics"
"71s8zyKO-2L","/images/small/29/29bb3747.jpg","What is the main color of the phone case?","Others"
"71s8zyKO-2L","/images/small/29/29bb3747.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"71s8zyKO-2L","/images/small/29/29bb3747.jpg","What brand is this phone case?","Amazon"
"71NBx1H850L","/images/small/2d/2d8494a1.jpg","What phone is this case for?","Samsung"
"71NBx1H850L","/images/small/2d/2d8494a1.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"71NBx1H850L","/images/small/2d/2d8494a1.jpg","What brand is this case?","Amazon"
"71eWI9NwbQL","/images/small/5a/5a74b1e7.jpg","What is the case's material?","Silicone"
"71eWI9NwbQL","/images/small/5a/5a74b1e7.jpg","What is the design style of this phone case?","pattern"
"71eWI9NwbQL","/images/small/5a/5a74b1e7.jpg","What is the phone case's color?","Multicolor"
"916nN9EZToL","/images/small/ce/ce4121f1.jpg","What is the shape of the ottoman?","Round"
"916nN9EZToL","/images/small/ce/ce4121f1.jpg","What is the color of the ottoman?","Evergreen"
"916nN9EZToL","/images/small/ce/ce4121f1.jpg","What is the product type?","OTTOMAN"
"515yL656-pL","/images/small/9f/9f5c80a4.jpg","What is the color of the fork?","white"
"515yL656-pL","/images/small/9f/9f5c80a4.jpg","What material is this item made of?","Plastic"
"515yL656-pL","/images/small/9f/9f5c80a4.jpg","What is the style of this item?","cutlery"
"71PFVVsGRKL","/images/small/10/107ab00b.jpg","What is the main color of the case?","Multicolor"
"71PFVVsGRKL","/images/small/10/107ab00b.jpg","What is the case material?","Plastic"
"71PFVVsGRKL","/images/small/10/107ab00b.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"7138zOV87aL","/images/small/2b/2b375a27.jpg","What is the main color of the phone case?","Others"
"7138zOV87aL","/images/small/2b/2b375a27.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"7138zOV87aL","/images/small/2b/2b375a27.jpg","What is the brand of this phone case?","Amazon"
"41Bdt8Z7HaL","/images/small/74/747b5bff.jpg","What color are the pillowcases?","white"
"41Bdt8Z7HaL","/images/small/74/747b5bff.jpg","What is the product type?","HOME_BED_AND_BATH"
"41Bdt8Z7HaL","/images/small/74/747b5bff.jpg","What brand are these pillowcases?","AmazonBasics"
"717MsSN6NtL","/images/small/cd/cde3483b.jpg","What is the color of the wood?","Natural"
"717MsSN6NtL","/images/small/cd/cde3483b.jpg","What is the product type?","STORAGE_HOOK"
"717MsSN6NtL","/images/small/cd/cde3483b.jpg","What is the style of this rack?","Single"
"51azSPEH-PL","/images/small/23/23221f9f.jpg","What is the product type?","CONDITIONER"
"51azSPEH-PL","/images/small/23/23221f9f.jpg","What brand is this conditioner?","WFM"
"51azSPEH-PL","/images/small/23/23221f9f.jpg","What is the size of this bottle?","10"
"91hMEapl1vL","/images/small/8c/8c84f132.jpg","What is the brand of this drill bit set?","AmazonBasics"
"91hMEapl1vL","/images/small/8c/8c84f132.jpg","What type of product is this?","DRILL_BITS"
"91hMEapl1vL","/images/small/8c/8c84f132.jpg","What is the case made of?","plastic"
"811zoxb9+-L","/images/small/29/29b717b6.jpg","What is the material of the phone case?","Plastic"
"811zoxb9+-L","/images/small/29/29b717b6.jpg","What phone model is this case for?","Oppo A91"
"811zoxb9+-L","/images/small/29/29b717b6.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"81yS-Pik8eL","/images/small/87/87f57d16.jpg","What brand is this phone case?","Amazon"
"81yS-Pik8eL","/images/small/87/87f57d16.jpg","What phone model is this case for?","Lenovo"
"81yS-Pik8eL","/images/small/87/87f57d16.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"81rxq3EZ41L","/images/small/99/990f84a9.jpg","What is the phone case's primary color?","Others"
"81rxq3EZ41L","/images/small/99/990f84a9.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"81rxq3EZ41L","/images/small/99/990f84a9.jpg","What brand is this phone case?","Amazon"
"717Y-sVX8XL","/images/small/64/64beeaf4.jpg","What is the phone case's material?","Silicone"
"717Y-sVX8XL","/images/small/64/64beeaf4.jpg","What is the main color of the phone case?","Multicolor"
"717Y-sVX8XL","/images/small/64/64beeaf4.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"71pXmAbS1bL","/images/small/b5/b580b301.jpg","What is the phone case's design?","Others"
"71pXmAbS1bL","/images/small/b5/b580b301.jpg","What is the type of product?","CELLULAR_PHONE_CASE"
"71pXmAbS1bL","/images/small/b5/b580b301.jpg","What brand is this case?","Amazon"
"71PbJ05XedL","/images/small/63/633215e8.jpg","What is the brand of this soup?","Amazon"
"71PbJ05XedL","/images/small/63/633215e8.jpg","What type of product is this?","GROCERY"
"71PbJ05XedL","/images/small/63/633215e8.jpg","What kind of soup is shown in the image?","Broccoli"
"91kKjDUvToS","/images/small/94/940e5605.jpg","What is the color of the sheet set?","Chestnut"
"91kKjDUvToS","/images/small/94/940e5605.jpg","What material are the sheets made of?","Egyptian Cotton"
"91kKjDUvToS","/images/small/94/940e5605.jpg","What is the product type?","HOME"
"81gPtqbj4gL","/images/small/9a/9a08193e.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"81gPtqbj4gL","/images/small/9a/9a08193e.jpg","What brand is this case?","Amazon"
"81gPtqbj4gL","/images/small/9a/9a08193e.jpg","What is the main color of the image on the phone case?","Others"
"712GNrXeYGL","/images/small/fb/fbeafab7.jpg","What is the color of the sheets?","Spa Blue"
"712GNrXeYGL","/images/small/fb/fbeafab7.jpg","What material are the sheets made from?","Microfiber"
"712GNrXeYGL","/images/small/fb/fbeafab7.jpg","What is the product type?","HOME_BED_AND_BATH"
"61x19VFSMRL","/images/small/27/27e47282.jpg","What is the case material?","Silicon"
"61x19VFSMRL","/images/small/27/27e47282.jpg","What phone model does this case fit?","Lenovo A6000"
"61x19VFSMRL","/images/small/27/27e47282.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"8141IOfx7WL","/images/small/30/3091b9f1.jpg","What is the main color of the coffee table?","White"
"8141IOfx7WL","/images/small/30/3091b9f1.jpg","What is the style of this coffee table?","Modern"
"8141IOfx7WL","/images/small/30/3091b9f1.jpg","What type of furniture is this?","TABLE"
"61+JFa+H2sL","/images/small/cc/cc54d298.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"61+JFa+H2sL","/images/small/cc/cc54d298.jpg","What phone model does this case fit?","Poco F1"
"61+JFa+H2sL","/images/small/cc/cc54d298.jpg","What is the case's overall color?","multi-colored"
"81GyTCpVOFL","/images/small/b1/b1e3c804.jpg","What is the phone case's primary color?","Pink"
"81GyTCpVOFL","/images/small/b1/b1e3c804.jpg","What brand is this phone case?","Amazon"
"81GyTCpVOFL","/images/small/b1/b1e3c804.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"81O3uorg1hL","/images/small/16/164e725c.jpg","What is the material of this bookcase?","Wood"
"81O3uorg1hL","/images/small/16/164e725c.jpg","What is the product type?","SHELF"
"81O3uorg1hL","/images/small/16/164e725c.jpg","What color is the bookcase?","Brown"
"71-uHSfh1GL","/images/small/b2/b2c1bee0.jpg","What is the style of these shoes?","Tira"
"71-uHSfh1GL","/images/small/b2/b2c1bee0.jpg","What type of product is this?","SHOES"
"71-uHSfh1GL","/images/small/b2/b2c1bee0.jpg","What brand are these shoes?","TRUTH"
"91qgVbxoo8L","/images/small/45/4580266f.jpg","What is the color of the pillowcases?","Bleu"
"91qgVbxoo8L","/images/small/45/4580266f.jpg","What is the category of this product?","HOME"
"91qgVbxoo8L","/images/small/45/4580266f.jpg","What brand are these pillowcases?","UMI"
"710xiZByR6L","/images/small/c4/c4af0867.jpg","What is the material of this phone case?","Silicone"
"710xiZByR6L","/images/small/c4/c4af0867.jpg","What brand is this phone case?","Amazon"
"710xiZByR6L","/images/small/c4/c4af0867.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"A1xylRAlIGS","/images/small/91/91754b55.jpg","What is the color of the bath rug?","Marine"
"A1xylRAlIGS","/images/small/91/91754b55.jpg","What material is this bath rug made of?","cotton"
"A1xylRAlIGS","/images/small/91/91754b55.jpg","What category does this product belong to?","HOME"
"71YfFBJfxDL","/images/small/f6/f6c58b4b.jpg","What is the brand of this product?","Whole Foods Market"
"71YfFBJfxDL","/images/small/f6/f6c58b4b.jpg","What type of product is this?","HEALTH_PERSONAL_CARE"
"71YfFBJfxDL","/images/small/f6/f6c58b4b.jpg","What is the product's category?","All-Purpose Cleaners"
"711bhzlXwfL","/images/small/76/76d8ada2.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"711bhzlXwfL","/images/small/76/76d8ada2.jpg","What brand is this case?","Amazon"
"711bhzlXwfL","/images/small/76/76d8ada2.jpg","What color is the case?","Others"
"71Zsm+fPyCL","/images/small/dc/dcd86c47.jpg","What is the case's main design feature?","Punisher"
"71Zsm+fPyCL","/images/small/dc/dcd86c47.jpg","What is the case's material?","Silicon"
"71Zsm+fPyCL","/images/small/dc/dcd86c47.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"71IFzyHS3JL","/images/small/8e/8e67203c.jpg","What is the product type?","AUTO_PART"
"71IFzyHS3JL","/images/small/8e/8e67203c.jpg","What brand is this wiper?","AmazonBasics"
"71IFzyHS3JL","/images/small/8e/8e67203c.jpg","What is the color of the wiper?",""
"61vbc6UIT8L","/images/small/4f/4fadbe04.jpg","What is the main color of the phone case?","Multi-colored"
"61vbc6UIT8L","/images/small/4f/4fadbe04.jpg","What letter is prominently displayed on the case?","G"
"61vbc6UIT8L","/images/small/4f/4fadbe04.jpg","What material is the phone case made of?","Plastic"
"51yquhtWyDL","/images/small/1a/1a25d32f.jpg","What is the product type?","SANDAL"
"51yquhtWyDL","/images/small/1a/1a25d32f.jpg","What is the brand?","find."
"51yquhtWyDL","/images/small/1a/1a25d32f.jpg","What material are these sandals made of?","Synthetic"
"71aGNkJUFyL","/images/small/4e/4e3136dc.jpg","What is the style of this shoe?","Mocassins"
"71aGNkJUFyL","/images/small/4e/4e3136dc.jpg","What color are these shoes?","Bleu"
"71aGNkJUFyL","/images/small/4e/4e3136dc.jpg","What type of product is this?","SHOES"
"71lXCXKl0oL","/images/small/57/5730c62c.jpg","What is the case material?","Silicon"
"71lXCXKl0oL","/images/small/57/5730c62c.jpg","What phone model is this case for?","Realme XT"
"71lXCXKl0oL","/images/small/57/5730c62c.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"81Hzku1uHAL","/images/small/a8/a8f187da.jpg","What color is the filament?","Blue"
"81Hzku1uHAL","/images/small/a8/a8f187da.jpg","What is the brand of this filament?","AmazonBasics"
"81Hzku1uHAL","/images/small/a8/a8f187da.jpg","What type of filament is this?","PLA"
"81eWDcd2j6L","/images/small/d5/d5f208e3.jpg","What is the case's material?","Silicon"
"81eWDcd2j6L","/images/small/d5/d5f208e3.jpg","What is the phone case color?","Multicolor"
"81eWDcd2j6L","/images/small/d5/d5f208e3.jpg","What type of product is this?","CELLULAR_PHONE_CASE"
"61M8idqZvoL","/images/small/40/40c70cd5.jpg","What is the color of the gold?","Yellow"
"61M8idqZvoL","/images/small/40/40c70cd5.jpg","What is the type of this product?","FINEEARRING"
"61M8idqZvoL","/images/small/40/40c70cd5.jpg","What is the gold karat?","10k"
"81Q7ThefaaL","/images/small/8e/8eb6e91a.jpg","What is the product type?","SHOES"
"81Q7ThefaaL","/images/small/8e/8eb6e91a.jpg","What color are these shoes?","బూడిద"
"81Q7ThefaaL","/images/small/8e/8eb6e91a.jpg","What is the upper material of the shoe?","మెష్"
"81Hauz4uw4L","/images/small/40/40ec90bc.jpg","What is the product type?","CELLULAR_PHONE_CASE"
"81Hauz4uw4L","/images/small/40/40ec90bc.jpg","What brand is this phone case?","Amazon"
"81Hauz4uw4L","/images/small/40/40ec90bc.jpg","What is the color scheme of the phone case?","Others"
"81q4RWfUbdL","/images/small/e0/e0e9a928.jpg","What is the color of this sofa?","azul"
"81q4RWfUbdL","/images/small/e0/e0e9a928.jpg","What is the material of the sofa frame?","木头"
